X_SMHI;Y_SMHI;Name;Year;Month;Day;Depth m;Temp_ øC;pH ;Cond_ mS/m25øC;Ca meq/l;Mg meq/l;Na meq/l;K meq/l;Alk_/Acid meq/l;SO4_IC meq/l;Cl meq/l;NO2+NO3-N ug/l;Tot-N_ps ug/l;Tot-P ug/l;Abs__F 420nm/5cm;TOC mg/l;Si mg/l
668550;143213;ROSLAMMSTJÄRNEN;2005;10;24;1;5.5;6.2;2.66;0.133;0.061;0.07;0.009;0.071;0.051;0.036;32;204;11;0.229;13.6;2.46
668557;143571;ÖRLAXTJÄRNEN;2005;10;24;1;5.4;6.14;2.36;0.102;0.037;0.078;0.012;0.05;0.048;0.049;30;276;10;0.187;9.8;1.94
668561;152192;GRUVSJÖN;2005;10;11;1;11.4;7.3;53.9;4.1;0.362;0.537;0.361;0.403;4.637;0.171;806;852;8;0.027;7.9;1.54
668606;150082;VIKMANSHYTTESJÖN;2005;10;11;1;10.9;6.82;3.85;0.204;0.085;0.083;0.014;0.153;0.069;0.058;1;280;16;0.15;12.4;1.29
668617;147252;GATLÅNGEN;2005;10;11;1;10.3;7.09;4.17;0.31;0.047;0.058;0.009;0.264;0.061;0.029;3;215;8;0.05;8.9;0.43
668629;150257;GÅRAN;2005;10;11;1;10.7;7.18;11.6;0.658;0.206;0.234;0.042;0.663;0.143;0.23;144;569;52;0.134;11.4;0.19
668645;153441;ROSSEN;2005;10;10;1;11.2;7.13;5.09;0.277;0.088;0.134;0.012;0.226;0.088;0.102;2;221;10;0.079;12.1;0.61
668652;147545;KYMMERSJÖN;2005;10;11;1;10.5;6.85;3.45;0.19;0.073;0.066;0.009;0.176;0.063;0.03;1;239;8;0.087;9.6;0.75
668657;147604;JÄRSJÖN;2005;10;11;1;10.6;7.06;4.5;0.247;0.063;0.122;0.011;0.22;0.07;0.07;2;214;7;0.065;8.9;0.86
668701;154163;SVARTSKISSEN;2005;10;10;1;10.6;6.41;3.44;0.223;0.06;0.07;0.005;0.076;0.054;0.081;8;345;14;0.363;20.4;0.91
668705;145417;HAVSTJÄRNEN;2005;10;10;1;10.2;6.28;2.56;0.136;0.048;0.084;0.008;0.063;0.03;0.04;17;287;15;0.385;14.3;2.63
668767;147849;STORA NORAN;2005;10;11;1;11;6.92;3.32;0.18;0.062;0.072;0.01;0.141;0.07;0.038;9;243;6;0.044;8.8;1.18
668855;147360;HÄLLTJÄRNEN;2005;10;11;1;10.1;6.64;2.66;0.139;0.048;0.07;0.007;0.102;0.057;0.029;1;276;8;0.071;10;0.93
668859;145346;TORSKTJÄRNEN;2005;10;10;1;9.6;6.37;2.97;0.142;0.057;0.101;0.011;0.152;0.029;0.036;7;269;16;0.26;9.4;3.37
668871;146987;SÅNGAN;2005;10;11;1;11;7.16;4.68;0.298;0.07;0.096;0.011;0.272;0.079;0.044;2;216;6;0.05;8;0.81
668881;152393;STORA JÄLKEN;2005;10;11;1;11.3;6.89;5.43;0.366;0.087;0.116;0.015;0.195;0.127;0.07;105;390;11;0.275;17.4;2.82
668906;141563;FLATSJÖN;2005;10;24;1;5.5;6.98;3.11;0.23;0.03;0.056;0.008;0.16;0.036;0.035;19;208;8;0.213;12.2;1.42
668908;141999;ÅSTJÄRNEN;2005;10;24;1;5.6;6.93;4.09;0.275;0.052;0.076;0.008;0.236;0.048;0.059;20;203;7;0.079;7.5;1.88
668911;149733;DALKARLEN;2005;10;11;1;12.1;6.79;3.85;0.219;0.074;0.078;0.015;0.151;0.064;0.053;9;316;12;0.145;12.3;1.34
668912;146656;RÄMEN;2005;10;11;1;11.7;7.07;3.52;0.218;0.049;0.067;0.008;0.174;0.066;0.039;3;219;6;0.055;8.3;0.91
668915;151933;STORA BREDSJÖN;2005;10;11;1;11.2;7.64;40.9;2.61;1.164;0.27;0.092;0.829;3.173;0.174;2;194;4;0.007;6.4;0.57
668963;146352;LAXSJÖ-FLATNAN;2005;10;11;1;10.5;6.82;3;0.196;0.04;0.061;0.007;0.132;0.047;0.036;13;238;7;0.133;10.8;1.58
669005;147487;SKRÄCKASJÖN;2005;10;11;1;10.4;6.52;4.82;0.138;0.045;0.265;0.009;0.076;0.049;0.199;10;250;9;0.143;12;1.73
669011;148946;ÖVRE RISSHYTTESJÖN;2005;10;10;1;11;7.06;4.25;0.257;0.062;0.075;0.01;0.182;0.102;0.052;9;280;6;0.06;6;0.69
669016;153926;SÖR-GÅRDSJÖN;2005;10;10;1;10.3;6.52;2.62;0.145;0.061;0.073;0.006;0.075;0.034;0.034;27;260;16;0.371;20.7;0.73
669018;146329;HÄSTBERGS-FLATNAN;2005;10;11;1;10.4;6.63;2.53;0.164;0.032;0.058;0.006;0.095;0.04;0.03;12;243;7;0.176;12;1.73
669062;153910;NORR-GÅRDSJÖN;2005;10;10;1;10.6;6.06;2.43;0.137;0.06;0.07;0.004;0.049;0.024;0.036;27;346;19;0.456;24.1;0.87
669063;152960;STORA KONNSJÖN;2005;10;11;1;11.2;7.02;3.41;0.204;0.066;0.077;0.009;0.162;0.059;0.039;15;208;9;0.095;10.1;2.19
669095;149221;NEDRE RISSHYTTESJÖN;2005;10;10;1;10.6;6.91;4.07;0.231;0.064;0.074;0.01;0.15;0.11;0.047;17;276;7;0.081;7.1;1.14
669101;146841;LÅNGSJÖN;2005;10;11;1;10.6;7.19;4.74;0.294;0.068;0.091;0.011;0.275;0.079;0.045;11;247;6;0.056;7;0.94
669102;147817;LILLA ULVSJÖN;2005;10;11;1;10.9;7.04;4.53;0.233;0.063;0.123;0.011;0.208;0.071;0.079;9;238;7;0.058;8.9;1.01
669129;146097;GAMMELGÅRDSSJÖN;2005;10;11;1;10.4;6.53;2.2;0.103;0.039;0.06;0.007;0.059;0.052;0.03;2;223;8;0.071;9.5;1.19
669153;142575;LÅNGSJÖN;2005;10;24;1;3.4;6.52;2.08;0.098;0.037;0.063;0.008;0.059;0.038;0.036;24;389;8;0.109;8.6;1.3
669229;152008;RUTBOSJÖN;2005;10;11;1;11.1;7.39;5.45;0.313;0.113;0.112;0.012;0.332;0.126;0.034;2;247;6;0.013;6.8;0.48
669257;147690;HÖGSJÖN;2005;10;11;1;9.9;6.61;2.57;0.134;0.048;0.077;0.007;0.087;0.044;0.029;5;289;13;0.178;13.4;1.17
669257;148262;STORA ULVSJÖN;2005;10;10;1;11.6;7.16;4.48;0.249;0.066;0.12;0.011;0.209;0.076;0.083;20;255;7;0.053;5.2;1
669315;147121;DRÄTTJAN;2005;10;11;1;10.4;6.49;2.32;0.124;0.032;0.066;0.008;0.071;0.044;0.027;3;273;11;0.144;11.1;1.34
669365;152155;DORMEN;2005;10;11;1;11.4;7.1;4.79;0.299;0.091;0.091;0.014;0.249;0.097;0.04;1;268;14;0.076;10.5;1.59
669457;149129;DAMMSJÖN;2005;10;10;1;10.7;6.62;3.36;0.146;0.056;0.074;0.009;0.047;0.134;0.043;14;284;7;0.077;6.3;2.07
669540;148452;GRÄNGEN;2005;10;10;1;10.9;7.17;4.53;0.238;0.066;0.118;0.012;0.214;0.077;0.084;5;250;8;0.045;5.3;0.8
669571;141124;FINNJÄLLSEN;2005;10;24;1;5.2;7.13;4.77;0.228;0.043;0.179;0.006;0.186;0.047;0.177;10;398;7;0.078;13;1.14
669638;151367;SVINSSJÖN;2005;10;11;1;11;7.38;13.2;0.788;0.298;0.254;0.052;0.967;0.082;0.189;1;397;46;0.063;11.4;3.48
669641;152756;SIMONSBOSJÖN;2005;10;11;1;10.8;7.1;4.7;0.311;0.093;0.082;0.012;0.262;0.072;0.035;2;313;17;0.135;12.3;0.91
669728;153066;HÅLEN;2005;10;10;1;10.4;7.14;3.81;0.247;0.073;0.075;0.009;0.197;0.068;0.03;2;218;10;0.086;14.5;0.13
669816;142711;ORSALEN;2005;10;24;1;2.7;6.61;2.56;0.124;0.049;0.076;0.008;0.1;0.039;0.038;19;200;12;0.157;9.9;0.48
669830;152664;FJÄRDEN;2005;10;11;1;11;7.07;4.45;0.274;0.089;0.086;0.012;0.24;0.078;0.036;2;265;13;0.103;11.3;0.55
669860;140550;SVARTTJÄRNEN;2005;10;24;1;5.4;5.78;1.94;0.095;0.038;0.062;0.006;0.027;0.023;0.035;28;273;20;0.393;23.4;2.87
669918;140884;ÖSTRA VAKERN;2005;10;24;1;6.3;6.67;2.13;0.116;0.033;0.058;0.007;0.067;0.033;0.04;31;201;8;0.145;14.5;1.93
670020;141099;VALSSJÖBERGSTJÄRNEN;2005;10;24;1;4.7;6.2;2.99;0.174;0.057;0.076;0.008;0.1;0.025;0.067;14;238;12;0.294;21.1;2.73
670037;142931;BYSJÖN;2005;10;24;1;3.6;6.93;2.61;0.147;0.047;0.063;0.008;0.12;0.035;0.037;16;239;9;0.109;8.6;1.32
670059;148480;SVÄRDSJÖSJÖN;2005;10;10;1;10.7;7.5;13.4;0.465;0.121;0.553;0.125;0.638;0.015;0.631;8;1085;113;0.022;12.5;0.18
670187;145602;TANSEN;2005;10;10;1;9.7;6.83;2.84;0.164;0.042;0.064;0.008;0.138;0.042;0.047;1;220;7;0.042;5.1;1.43
670201;142742;AXEN;2005;10;24;1;5;6.95;4.15;0.206;0.097;0.093;0.012;0.195;0.067;0.071;21;204;12;0.077;9.4;2.78
670202;149006;NEDRE MILSBOSJÖN;2005;10;11;1;11.1;7.54;18.8;1.35;0.339;0.23;0.095;1.563;0.152;0.237;31;793;144;0.034;12.1;1.13
670285;148586;STORA HOLMSJÖN;2005;10;10;1;10.6;7.36;15;1.002;0.242;0.26;0.046;1.204;0.059;0.217;1;577;117;0.056;9.5;0.12
670288;149524;GUSSARVSHYTTESJÖN;2005;10;11;1;10.3;7.16;9.05;0.72;0.144;0.112;0.016;0.674;0.111;0.042;3;352;30;0.139;15.4;0.73
670303;151814;BYSJÖN;2005;10;11;1;11.4;7.05;5.64;0.286;0.096;0.157;0.015;0.246;0.103;0.12;1;275;26;0.033;8.1;1.99
670341;141600;STORA HÄRJSJÖN;2005;10;24;1;5.9;6.94;2.99;0.201;0.042;0.063;0.007;0.157;0.034;0.033;28;218;10;0.163;15.7;2.2
670376;141035;MILBORGSTJÄRNEN;2005;10;24;1;2.5;6.31;1.82;0.071;0.029;0.054;0.003;0.049;0.016;0.028;88;186;9;0.303;19.1;1.42
670433;143602;KÄRINGSJÖN;2005;10;24;1;3.8;6.5;2.38;0.124;0.045;0.065;0.007;0.053;0.032;0.044;26;192;11;0.226;14.6;1.72
670436;151367;LÅNGEN;2005;10;11;1;11.9;7.2;5.93;0.292;0.098;0.158;0.017;0.253;0.107;0.121;2;407;36;0.018;7.8;2.31
670489;151307;RÄLLINGEN;2005;10;11;1;10.9;7.04;5.77;0.321;0.098;0.144;0.016;0.29;0.097;0.09;1;257;21;0.078;10;1.22
670540;150406;NEDRE KLINGEN;2005;10;11;1;11.2;7.19;7.29;0.448;0.157;0.097;0.017;0.374;0.212;0.046;2;227;18;0.038;8;2.01
670563;148814;RUNN;2005;10;10;1;10.5;7.12;3.37;0.194;0.052;0.078;0.012;0.186;0.047;0.038;69;331;9;0.098;5.2;1.66
670594;151533;HÅLNAN;2005;10;11;1;11.2;7.03;7.44;0.35;0.119;0.251;0.018;0.264;0.111;0.223;1;322;11;0.079;12.1;1.39
670628;150228;ÖVRE KLINGEN;2005;10;11;1;11.3;7.22;7.78;0.415;0.231;0.092;0.018;0.316;0.321;0.047;2;235;8;0.03;8.6;1.15
670673;150710;FLYTTJESJÖN;2005;10;11;1;9.9;6.84;3.98;0.233;0.07;0.094;0.007;0.19;0.09;0.033;1;281;14;0.08;10.1;0.42
670675;146425;BÄSTEN;2005;10;10;1;10.2;6.69;2.55;0.143;0.038;0.075;0.009;0.098;0.043;0.03;5;251;8;0.067;8.2;2.63
670682;151293;DAMMSJÖN;2005;10;11;1;11;6.95;5.28;0.291;0.086;0.141;0.013;0.243;0.09;0.088;3;309;16;0.093;10;1.87
670762;152300;STORA SKÄLLINGEN;2005;10;11;1;11.1;7.15;5.73;0.368;0.115;0.1;0.014;0.35;0.106;0.039;1;321;15;0.072;9.6;2.11
670766;152044;FULLEN;2005;10;11;1;11.4;7.17;5.67;0.247;0.082;0.198;0.012;0.192;0.097;0.166;11;233;5;0.03;7.7;1.4
670771;141369;HÄRJFLÅN;2005;10;24;1;3.6;6.97;2.65;0.16;0.051;0.053;0.008;0.171;0.023;0.032;35;181;9;0.117;11.4;2.76
670773;148434;DALSJÖN;2005;10;10;1;10.5;7.81;25.8;2.098;0.401;0.22;0.064;2.411;0.126;0.245;50;572;63;0.051;9.6;3.17
670778;151411;HARRTJÄRNEN;2005;10;11;1;10;6.73;4.6;0.285;0.092;0.103;0.006;0.22;0.103;0.028;5;345;16;0.156;14;0.98
670873;147790;TJÄRNASJÖN;2005;10;10;1;10.6;7.18;9.66;0.303;0.093;0.431;0.068;0.378;0.04;0.407;1;404;38;0.051;6.1;0.17
670890;145711;LÖVSEN;2005;10;10;1;10.4;6.27;2.61;0.13;0.054;0.083;0.009;0.071;0.041;0.034;23;291;12;0.105;12.9;2.51
670981;140798;VASS-GALEN;2005;10;24;1;3.8;6.6;2.16;0.113;0.042;0.057;0.008;0.073;0.027;0.032;20;248;10;0.156;16;1.7
670986;143596;DAMMSJÖN;2005;10;24;1;4.7;6.86;2.89;0.158;0.048;0.079;0.01;0.13;0.042;0.031;23;210;8;0.105;9.4;2.16
671028;144219;NÄRSEN;2005;10;10;1;10.8;6.85;2.9;0.153;0.048;0.077;0.009;0.117;0.05;0.044;6;218;7;0.064;6;2.95
671081;140661;DJUPSJÖN;2005;10;24;1;4.4;6.53;2.11;0.116;0.042;0.054;0.008;0.069;0.027;0.029;33;204;9;0.173;16.8;2.06
671169;151970;EDSKEN;2005;10;10;1;11.9;7.12;6.05;0.248;0.087;0.227;0.012;0.202;0.09;0.206;3;248;6;0.043;5.1;0.67
671172;144472;FLOSJÖN;2005;10;10;1;11.4;6.88;2.77;0.143;0.05;0.068;0.011;0.122;0.058;0.03;7;203;6;0.038;4.7;1.74
671219;150666;STORA GRYCKEN;2005;10;11;1;10.8;6.8;2.44;0.087;0.071;0.057;0.014;0.079;0.099;0.026;1;189;6;0.012;7.7;0.59
671315;141973;GRIMSTJÄRNEN;2005;10;24;1;2.9;5.96;1.93;0.137;0.037;0.043;0.004;0.031;0.009;0.022;24;239;16;0.477;24.2;3.17
671332;150223;ACKTJÄRNEN;2005;10;11;1;11.1;7.02;3.73;0.17;0.088;0.082;0.01;0.162;0.122;0.03;1;239;11;0.005;3;0.32
671343;140645;IDSJÖN;2005;10;24;1;5.7;6.92;2.92;0.182;0.05;0.057;0.007;0.151;0.033;0.038;15;195;7;0.085;13.6;2.58
671434;142571;STORSJÖN;2005;10;24;1;6.2;6.89;2.43;0.133;0.039;0.059;0.008;0.112;0.037;0.028;8;185;6;0.048;7.2;1.37
671446;150748;STORA LÖNNVATTNET;2005;10;11;1;10.5;6.95;2.9;0.15;0.052;0.071;0.009;0.111;0.076;0.032;2;189;5;0.039;8.9;0.88
671475;150302;MÖRTTJÄRNEN;2005;10;11;1;10.2;6.8;3.24;0.142;0.067;0.086;0.01;0.107;0.088;0.047;23;355;8;0.033;9.7;0.36
671491;141427;ÖVERSJÖN;2005;10;24;1;3.1;6.55;2.49;0.135;0.043;0.064;0.009;0.098;0.037;0.031;30;196;12;0.2;11;2.61
671507;142822;ÖVERSJÖN;2005;10;24;1;3.6;6.88;2.46;0.14;0.04;0.061;0.007;0.115;0.035;0.027;11;214;7;0.069;8.2;1.16
671520;150582;FÄBODFJÄRDEN;2005;10;11;1;10.7;6.92;3.14;0.13;0.05;0.085;0.01;0.112;0.077;0.048;2;236;6;0.017;8;0.53
671544;151536;ÅLÄNGEN;2005;10;10;1;10.4;6.97;6.12;0.232;0.079;0.259;0.012;0.167;0.076;0.252;2;269;7;0.071;5.7;0.84
671564;150407;LILLA LÖNNVATTNET;2005;10;11;1;10.8;7.04;4.88;0.197;0.064;0.179;0.01;0.158;0.081;0.155;4;219;5;0.016;7.2;0.55
671591;139031;ÅCKENSJÖN;2005;10;24;1;5.6;6.32;2.37;0.15;0.047;0.051;0.007;0.077;0.021;0.031;59;186;13;0.367;24.3;2.41
671638;147535;ABBORRTJÄRNEN;2005;10;10;1;10.3;6.96;4.24;0.269;0.065;0.067;0.013;0.189;0.101;0.038;8;283;9;0.068;8.2;0.18
671671;148248;STRÅTJÄRNEN;2005;10;10;1;9.4;6.74;5.81;0.325;0.093;0.105;0.023;0.303;0.122;0.066;10;258;12;0.044;4.8;1.07
671734;144356;GYSJÖN;2005;10;10;1;10.5;6.89;2.46;0.133;0.033;0.058;0.009;0.104;0.059;0.024;2;207;6;0.016;3.3;1.19
671767;148798;STORA VÄLLAN;2005;10;10;1;10.7;7.15;5.75;0.301;0.089;0.14;0.022;0.229;0.144;0.098;9;196;11;0.037;5.9;0.23
671769;144429;SÅNGEN;2005;10;10;1;10.4;6.79;2.34;0.122;0.036;0.063;0.009;0.092;0.047;0.025;13;235;7;0.057;5.3;2.19
671796;138206;STORA SÄLGTJÄRNEN;2005;10;24;1;4.4;5.85;1.61;0.087;0.03;0.039;0.007;0.022;0.013;0.032;27;284;18;0.368;22;2.03
671800;151062;RYGGEN;2005;10;10;1;10.5;7.27;5.78;0.317;0.085;0.14;0.013;0.271;0.085;0.136;8;251;8;0.021;3.8;0.87
671803;141020;LILLHÅJEN;2005;10;24;1;2.8;6.34;1.8;0.108;0.031;0.048;0.006;0.044;0.016;0.026;28;299;10;0.268;14.1;1.82
671806;142356;GÄNSEN;2005;10;10;1;10.7;7.01;2.72;0.169;0.036;0.057;0.009;0.154;0.04;0.023;6;274;6;0.037;4.2;1.34
671809;148123;STORA ASPAN;2005;10;10;1;10.8;7.17;4.4;0.261;0.072;0.083;0.014;0.208;0.112;0.04;9;264;6;0.034;4.8;1.1
671817;147020;GIMMEN;2005;10;10;1;11.3;6.93;2.97;0.158;0.046;0.063;0.01;0.118;0.076;0.041;8;278;8;0.03;4.1;0.53
671846;141000;NISSJÖN;2005;10;24;1;3.4;6.33;1.8;0.107;0.031;0.047;0.006;0.044;0.015;0.026;29;305;10;0.278;14.7;2.12
671867;140434;ÅSKAKEN;2005;10;24;1;4.9;6.95;2.59;0.169;0.033;0.05;0.01;0.14;0.025;0.026;17;215;8;0.125;14.4;2.25
671881;148541;LILLA VÄLLAN;2005;10;10;1;10.4;7.21;7.33;0.414;0.1;0.183;0.026;0.347;0.14;0.134;9;247;13;0.06;7.2;0.17
671900;149562;HOSJÖN;2005;10;10;1;11.3;6.94;3.87;0.197;0.064;0.103;0.015;0.17;0.069;0.06;13;181;11;0.066;6.4;0.99
671930;147599;MELL-VALSAN;2005;10;10;1;10.6;7.07;3.72;0.219;0.053;0.067;0.012;0.171;0.082;0.046;1;266;7;0.042;5;0.65
671944;142939;GÖSJÖN;2005;10;10;1;9;6.83;2.48;0.138;0.039;0.066;0.007;0.105;0.046;0.025;6;228;7;0.082;6.6;2.45
671947;141718;RÄLGEN;2005;10;10;1;9.9;6.78;2.6;0.142;0.049;0.065;0.008;0.104;0.041;0.033;6;241;8;0.11;8.3;1.07
671950;142784;BALLSEN;2005;10;10;1;9.8;6.78;2.33;0.134;0.035;0.056;0.007;0.101;0.035;0.029;7;244;7;0.069;5.8;1.2
671951;142156;SKRAMSEN;2005;10;10;1;10.3;6.91;2.39;0.127;0.039;0.055;0.008;0.122;0.044;0.026;2;221;8;0.021;3.8;0.61
672023;141874;STATJÄRNEN;2005;10;10;1;8.8;6.85;2.49;0.122;0.034;0.066;0.009;0.113;0.046;0.03;4;225;7;0.068;4.9;1.93
672069;137921;SKANNHÅN;2005;10;24;1;2.5;6.47;3.3;0.169;0.041;0.115;0.007;0.11;0.027;0.098;29;203;10;0.274;19.1;2.07
672155;145153;GYLLINGEN;2005;10;10;1;10.2;6.81;3.15;0.18;0.055;0.073;0.013;0.125;0.067;0.037;7;241;7;0.079;7.5;1.9
672200;147993;HÅLSJÖN;2005;10;10;1;11;7.05;4.25;0.244;0.074;0.08;0.012;0.211;0.107;0.029;1;237;9;0.034;5;1.6
672211;143876;OPPEJEN;2005;10;10;1;9.9;7.15;3.51;0.248;0.04;0.064;0.009;0.216;0.04;0.029;10;212;6;0.07;5.7;1.87
672215;147386;ÖVRE VALSAN;2005;10;10;1;10.8;7.09;3.9;0.242;0.051;0.066;0.012;0.192;0.076;0.045;19;244;7;0.055;5.7;1.6
672310;141829;HULEN;2005;10;10;1;10.8;6.84;2.32;0.121;0.032;0.061;0.01;0.102;0.049;0.028;4;183;5;0.034;3.7;1.81
672346;148906;VARPAN;2005;10;10;1;11.6;7.18;7.79;0.445;0.069;0.212;0.019;0.303;0.195;0.158;9;308;9;0.039;5.2;0.46
672443;149766;HOBBORSNSSJÖN;2005;10;10;1;11.3;6.89;3.66;0.185;0.062;0.097;0.014;0.157;0.063;0.052;9;197;10;0.072;6.2;1.11
672467;148031;SPJUTSJÖN;2005;10;10;1;11.1;6.96;2.86;0.137;0.055;0.066;0.01;0.106;0.096;0.027;10;221;5;0.016;2.8;0.92
672480;140888;VAN;2005;10;10;1;10.3;6.68;2.51;0.163;0.041;0.052;0.009;0.119;0.022;0.03;31;266;10;0.164;9.3;2.02
672543;150232;HEDKARLSJÖN;2005;10;10;1;10.9;7.05;4.86;0.297;0.09;0.097;0.019;0.251;0.094;0.045;2;252;13;0.091;8.2;0.88
672544;142825;FARGÅSTJÄRNEN;2005;10;10;1;9.2;6.28;1.68;0.105;0.025;0.039;0.004;0.041;0.025;0.02;9;285;11;0.267;10;0.84
672582;144107;STOR-DRAGGEN;2005;10;10;1;8.7;6.69;2.59;0.147;0.039;0.07;0.009;0.109;0.035;0.033;24;235;9;0.143;7.9;1.96
672656;149876;TOFTAN;2005;10;10;1;11.6;6.9;3.65;0.181;0.061;0.095;0.014;0.156;0.062;0.051;9;221;10;0.081;7.2;0.92
672666;142452;STOR-FLATEN;2005;10;10;1;10.4;6.89;3.01;0.206;0.031;0.054;0.009;0.189;0.043;0.025;12;213;6;0.042;4.3;1.25
672718;141706;FISKLÖSEN;2005;10;10;1;9.6;6.79;2.02;0.102;0.024;0.058;0.009;0.089;0.043;0.025;1;238;5;0.038;3.6;0.43
672808;147249;FISKLÖSEN;2005;10;10;1;9.7;6.68;2.94;0.199;0.034;0.054;0.008;0.119;0.056;0.026;22;282;8;0.14;9.3;0.66
672825;149574;LAKTJÄRNEN;2005;10;10;1;10.4;7.04;5.71;0.375;0.075;0.097;0.016;0.332;0.118;0.044;8;258;8;0.064;6.2;2.39
672989;146017;INSJÖN;2005;10;10;1;10.2;7.22;3.06;0.2;0.049;0.064;0.011;0.187;0.035;0.029;83;265;8;0.067;4.6;1.99
673005;148181;TANSEN;2005;10;10;1;10.8;7.14;5.73;0.335;0.06;0.14;0.018;0.28;0.092;0.111;2;172;8;0.048;6;0.8
673029;141586;HÖLSARNA;2005;10;10;1;8.6;5.77;1.83;0.085;0.031;0.06;0.01;0.029;0.032;0.027;18;309;10;0.286;11.6;2.48
673061;143079;ÖSJÖN;2005;10;10;1;9.3;6.89;3.27;0.247;0.038;0.061;0.01;0.186;0.027;0.028;12;242;10;0.222;10.8;1.76
673086;137379;NISSÅNGEN;2005;11;1;1;4.1;6.67;2.3;0.162;0.034;0.042;0.004;0.11;0.019;0.025;33;210;9;0.236;10.8;0.97
673120;145397;STYRSJÖN;2005;10;10;1;10.6;7.2;4.32;0.238;0.072;0.1;0.018;0.214;0.087;0.053;1;325;7;0.025;5.2;0.86
673131;144934;YXEN;2005;10;10;1;9.8;7.01;3.4;0.186;0.065;0.087;0.013;0.171;0.049;0.037;5;254;9;0.069;7.9;1.58
673142;138082;ÖRARTJÄRNEN;2005;11;1;1;4.3;6.36;2.19;0.156;0.035;0.042;0.006;0.07;0.021;0.022;47;250;13;0.356;16.5;1.76
673200;150008;GÅRDVIKSSJÖN;2005;10;10;1;11.1;6.83;3.32;0.175;0.06;0.092;0.013;0.137;0.056;0.042;12;196;11;0.122;8.6;1.26
673213;143146;SKÄPPSJÖN;2005;10;10;1;9.6;7.06;4.01;0.343;0.033;0.061;0.01;0.262;0.029;0.025;7;220;9;0.235;12.1;2.18
673266;148100;NÄSSMÄLINGEN;2005;10;10;1;11.2;7.37;10.4;0.585;0.116;0.29;0.031;0.521;0.153;0.244;10;216;12;0.026;5.7;0.59
673287;148825;ROGSJÖN;2005;10;10;1;11.6;7.14;3.64;0.217;0.042;0.077;0.013;0.155;0.09;0.038;66;242;4;0.031;4.1;0.77
673287;149704;FLÄDDRAN;2005;10;10;1;10.3;7.02;8.08;0.474;0.137;0.212;0.018;0.367;0.113;0.175;4;340;18;0.211;13.5;0.91
673305;136537;RÄCKÅTJÄRNEN;2005;11;1;1;4.2;6;2.16;0.158;0.035;0.046;0.007;0.054;0.019;0.023;32;236;14;0.44;17.9;1.5
673314;151267;LENNTJÄRNEN;2005;10;10;1;9.9;6.78;3.32;0.181;0.056;0.087;0.009;0.107;0.09;0.031;2;308;9;0.147;9.3;1.48
673325;137138;SÖDRA LIDTJÄRNEN;2005;11;1;1;4.1;6.9;4.97;0.443;0.067;0.039;0.004;0.402;0.017;0.02;42;260;10;0.372;15;1.55
673342;147162;ÅRBOSJÖN;2005;10;10;1;10.6;7.02;4.46;0.255;0.046;0.117;0.011;0.192;0.068;0.093;10;306;11;0.063;6.2;1.4
673343;141576;LILLA GÖRSJÖN;2005;10;10;1;9.2;6.77;2.15;0.122;0.03;0.053;0.006;0.088;0.04;0.024;3;245;8;0.088;6.5;1.28
673368;151368;STORA VÄSJÖN;2005;10;10;1;10.5;7.08;3.11;0.171;0.049;0.071;0.009;0.158;0.068;0.026;1;248;6;0.04;4.5;0.48
673415;141480;STORA GÖRSJÖN;2005;10;10;1;9.7;6.86;2.34;0.143;0.028;0.055;0.01;0.11;0.036;0.025;8;223;7;0.096;6.5;1.87
673431;140690;LADUTJÄRNEN;2005;10;10;1;8.9;6.84;3.78;0.226;0.056;0.084;0.009;0.191;0.025;0.083;2;223;15;0.149;7.7;2.45
673453;139150;TYNGEN;2005;11;1;1;3.9;6.81;2.92;0.173;0.066;0.067;0.006;0.144;0.022;0.044;25;213;12;0.201;10.9;1.9
673467;140059;MYCKELÅSTJÄRNEN;2005;10;10;1;8.4;6.11;1.59;0.11;0.031;0.035;0.002;0.026;0.007;0.026;17;276;9;0.294;15.1;1.27
673487;144203;BRASJÖN;2005;10;10;1;9.4;6.74;2.5;0.147;0.04;0.069;0.01;0.098;0.039;0.033;3;206;8;0.098;7.9;1.67
673490;150327;BORÄNGESSJÖN;2005;10;10;1;11.1;6.83;3.39;0.171;0.059;0.091;0.013;0.143;0.054;0.044;3;242;14;0.117;8.4;1.03
673523;145694;LIMSJÖN;2005;10;10;1;8.3;7.63;21.2;1.619;0.201;0.371;0.086;1.579;0.108;0.324;4;372;22;0.109;10.7;1.74
673602;151167;LÅNGSÄLNAN;2005;10;10;1;10.3;6.81;3.43;0.193;0.063;0.09;0.011;0.15;0.06;0.036;1;188;14;0.184;9.2;1.5
673626;139267;IDFJÄRDEN;2005;11;1;1;4.1;6.83;3.01;0.185;0.066;0.071;0.007;0.154;0.021;0.045;18;204;12;0.19;11.2;1.74
673723;137139;NISTÄLLINGEN;2005;11;1;1;5.4;6.89;2.24;0.163;0.03;0.038;0.006;0.114;0.02;0.02;41;214;9;0.204;9.6;0.69
673759;149039;UTGRYCKEN;2005;10;10;1;10.7;6.87;2.76;0.18;0.031;0.062;0.01;0.115;0.056;0.026;8;274;6;0.087;7.4;1.03
673760;147055;HYTTSJÖN;2005;10;10;1;10.2;7.07;4.5;0.253;0.044;0.124;0.01;0.194;0.065;0.102;4;254;7;0.069;6.6;1.14
